"Step","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_false_project_TheStackPython - losses/mse_loss__MAX","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_10_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_5_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MIN","layer_0_hook_resid_mid_gpt2_gated_fisher_true_project_TheStackPython - losses/mse_loss__MAX"
"16019","55.33369445800781","55.33369445800781","55.33369445800781","40.58552932739258","40.58552932739258","40.58552932739258","14.614301681518555","14.614301681518555","14.614301681518555","55.24519348144531","55.24519348144531","55.24519348144531","40.53293991088867","40.53293991088867","40.53293991088867","14.408797264099121","14.408797264099121","14.408797264099121"
"16049","55.60758590698242","55.60758590698242","55.60758590698242","36.83711242675781","36.83711242675781","36.83711242675781","13.060251235961914","13.060251235961914","13.060251235961914","55.76241683959961","55.76241683959961","55.76241683959961","36.97380447387695","36.97380447387695","36.97380447387695","12.91792106628418","12.91792106628418","12.91792106628418"
"16079","55.571937561035156","55.571937561035156","55.571937561035156","38.35968780517578","38.35968780517578","38.35968780517578","14.158425331115723","14.158425331115723","14.158425331115723","55.50104522705078","55.50104522705078","55.50104522705078","38.60081100463867","38.60081100463867","38.60081100463867","14.049418449401855","14.049418449401855","14.049418449401855"
"16109","57.81041717529297","57.81041717529297","57.81041717529297","40.30600357055664","40.30600357055664","40.30600357055664","15.028684616088867","15.028684616088867","15.028684616088867","57.70741271972656","57.70741271972656","57.70741271972656","40.09807205200195","40.09807205200195","40.09807205200195","14.550942420959473","14.550942420959473","14.550942420959473"
"16139","57.2191047668457","57.2191047668457","57.2191047668457","37.79050064086914","37.79050064086914","37.79050064086914","13.498109817504883","13.498109817504883","13.498109817504883","57.75224304199219","57.75224304199219","57.75224304199219","38.11800765991211","38.11800765991211","38.11800765991211","13.439098358154297","13.439098358154297","13.439098358154297"
"16169","53.08525085449219","53.08525085449219","53.08525085449219","35.53976821899414","35.53976821899414","35.53976821899414","12.644238471984863","12.644238471984863","12.644238471984863","53.281288146972656","53.281288146972656","53.281288146972656","35.59731674194336","35.59731674194336","35.59731674194336","12.645402908325195","12.645402908325195","12.645402908325195"
"16199","57.441444396972656","57.441444396972656","57.441444396972656","38.0549201965332","38.0549201965332","38.0549201965332","13.456525802612305","13.456525802612305","13.456525802612305","57.586219787597656","57.586219787597656","57.586219787597656","38.119075775146484","38.119075775146484","38.119075775146484","12.91701889038086","12.91701889038086","12.91701889038086"
"16229","53.234622955322266","53.234622955322266","53.234622955322266","36.80622100830078","36.80622100830078","36.80622100830078","12.63104248046875","12.63104248046875","12.63104248046875","53.62830352783203","53.62830352783203","53.62830352783203","36.65968322753906","36.65968322753906","36.65968322753906","12.433040618896484","12.433040618896484","12.433040618896484"
"16259","56.17034912109375","56.17034912109375","56.17034912109375","38.99582290649414","38.99582290649414","38.99582290649414","13.081501007080078","13.081501007080078","13.081501007080078","56.52128219604492","56.52128219604492","56.52128219604492","39.422607421875","39.422607421875","39.422607421875","12.892481803894043","12.892481803894043","12.892481803894043"
"16289","50.627201080322266","50.627201080322266","50.627201080322266","34.119197845458984","34.119197845458984","34.119197845458984","12.131258010864258","12.131258010864258","12.131258010864258","50.52734375","50.52734375","50.52734375","33.9384651184082","33.9384651184082","33.9384651184082","11.954891204833984","11.954891204833984","11.954891204833984"
"16319","54.55316925048828","54.55316925048828","54.55316925048828","35.853511810302734","35.853511810302734","35.853511810302734","12.507644653320312","12.507644653320312","12.507644653320312","54.703372955322266","54.703372955322266","54.703372955322266","35.86267852783203","35.86267852783203","35.86267852783203","12.354251861572266","12.354251861572266","12.354251861572266"
"16349","55.73533248901367","55.73533248901367","55.73533248901367","40.74195861816406","40.74195861816406","40.74195861816406","14.337899208068848","14.337899208068848","14.337899208068848","55.58776092529297","55.58776092529297","55.58776092529297","44.84592819213867","44.84592819213867","44.84592819213867","13.785452842712402","13.785452842712402","13.785452842712402"
"16379","49.02703094482422","49.02703094482422","49.02703094482422","34.21097183227539","34.21097183227539","34.21097183227539","13.465524673461914","13.465524673461914","13.465524673461914","49.04478454589844","49.04478454589844","49.04478454589844","34.46125793457031","34.46125793457031","34.46125793457031","13.007184982299805","13.007184982299805","13.007184982299805"
"16409","60.15617370605469","60.15617370605469","60.15617370605469","42.04471969604492","42.04471969604492","42.04471969604492","15.027997970581055","15.027997970581055","15.027997970581055","60.15047836303711","60.15047836303711","60.15047836303711","41.88290786743164","41.88290786743164","41.88290786743164","14.575136184692383","14.575136184692383","14.575136184692383"
"16439","54.81633758544922","54.81633758544922","54.81633758544922","38.10277557373047","38.10277557373047","38.10277557373047","13.689982414245605","13.689982414245605","13.689982414245605","55.199344635009766","55.199344635009766","55.199344635009766","38.35629653930664","38.35629653930664","38.35629653930664","13.623802185058594","13.623802185058594","13.623802185058594"
"16469","52.77337646484375","52.77337646484375","52.77337646484375","33.49366760253906","33.49366760253906","33.49366760253906","11.917155265808105","11.917155265808105","11.917155265808105","52.68313980102539","52.68313980102539","52.68313980102539","33.495845794677734","33.495845794677734","33.495845794677734","11.72869873046875","11.72869873046875","11.72869873046875"
"16499","57.44874954223633","57.44874954223633","57.44874954223633","40.4910888671875","40.4910888671875","40.4910888671875","14.919953346252441","14.919953346252441","14.919953346252441","57.62178421020508","57.62178421020508","57.62178421020508","40.742549896240234","40.742549896240234","40.742549896240234","14.416000366210938","14.416000366210938","14.416000366210938"
"16529","56.592987060546875","56.592987060546875","56.592987060546875","34.4322624206543","34.4322624206543","34.4322624206543","13.028141975402832","13.028141975402832","13.028141975402832","56.6037483215332","56.6037483215332","56.6037483215332","34.52513885498047","34.52513885498047","34.52513885498047","12.9393892288208","12.9393892288208","12.9393892288208"
"16559","51.83510971069336","51.83510971069336","51.83510971069336","34.51872634887695","34.51872634887695","34.51872634887695","12.396546363830566","12.396546363830566","12.396546363830566","51.73432159423828","51.73432159423828","51.73432159423828","34.52324676513672","34.52324676513672","34.52324676513672","12.195414543151855","12.195414543151855","12.195414543151855"
"16589","56.271484375","56.271484375","56.271484375","36.48517608642578","36.48517608642578","36.48517608642578","12.831100463867188","12.831100463867188","12.831100463867188","56.15990447998047","56.15990447998047","56.15990447998047","36.40179443359375","36.40179443359375","36.40179443359375","12.416144371032715","12.416144371032715","12.416144371032715"
"16619","49.69868087768555","49.69868087768555","49.69868087768555","35.85780715942383","35.85780715942383","35.85780715942383","12.162437438964844","12.162437438964844","12.162437438964844","49.79853439331055","49.79853439331055","49.79853439331055","35.965694427490234","35.965694427490234","35.965694427490234","11.782404899597168","11.782404899597168","11.782404899597168"
"16649","59.26083755493164","59.26083755493164","59.26083755493164","42.202693939208984","42.202693939208984","42.202693939208984","15.259592056274414","15.259592056274414","15.259592056274414","59.493865966796875","59.493865966796875","59.493865966796875","42.19839096069336","42.19839096069336","42.19839096069336","15.089644432067871","15.089644432067871","15.089644432067871"
"16679","62.69371795654297","62.69371795654297","62.69371795654297","44.98355484008789","44.98355484008789","44.98355484008789","13.801936149597168","13.801936149597168","13.801936149597168","62.90822219848633","62.90822219848633","62.90822219848633","47.33000946044922","47.33000946044922","47.33000946044922","13.704915046691895","13.704915046691895","13.704915046691895"
"16709","54.17837905883789","54.17837905883789","54.17837905883789","40.82669448852539","40.82669448852539","40.82669448852539","16.136106491088867","16.136106491088867","16.136106491088867","54.42801284790039","54.42801284790039","54.42801284790039","40.470054626464844","40.470054626464844","40.470054626464844","15.619765281677246","15.619765281677246","15.619765281677246"
"16739","59.61890411376953","59.61890411376953","59.61890411376953","38.3197021484375","38.3197021484375","38.3197021484375","13.618349075317383","13.618349075317383","13.618349075317383","59.697723388671875","59.697723388671875","59.697723388671875","38.51426315307617","38.51426315307617","38.51426315307617","13.384177207946777","13.384177207946777","13.384177207946777"
"16769","59.67517852783203","59.67517852783203","59.67517852783203","42.23051071166992","42.23051071166992","42.23051071166992","15.181044578552246","15.181044578552246","15.181044578552246","59.759124755859375","59.759124755859375","59.759124755859375","42.34080123901367","42.34080123901367","42.34080123901367","14.43502140045166","14.43502140045166","14.43502140045166"
"16799","53.671913146972656","53.671913146972656","53.671913146972656","38.510135650634766","38.510135650634766","38.510135650634766","14.04955768585205","14.04955768585205","14.04955768585205","53.44962692260742","53.44962692260742","53.44962692260742","38.2838020324707","38.2838020324707","38.2838020324707","13.962324142456055","13.962324142456055","13.962324142456055"
"16829","55.43324279785156","55.43324279785156","55.43324279785156","35.59761047363281","35.59761047363281","35.59761047363281","11.660847663879395","11.660847663879395","11.660847663879395","55.60181427001953","55.60181427001953","55.60181427001953","35.79056930541992","35.79056930541992","35.79056930541992","11.357914924621582","11.357914924621582","11.357914924621582"
"16859","51.66897201538086","51.66897201538086","51.66897201538086","34.75091552734375","34.75091552734375","34.75091552734375","13.160655975341797","13.160655975341797","13.160655975341797","51.70335006713867","51.70335006713867","51.70335006713867","34.74836349487305","34.74836349487305","34.74836349487305","12.909812927246094","12.909812927246094","12.909812927246094"
"16889","61.348690032958984","61.348690032958984","61.348690032958984","44.67302703857422","44.67302703857422","44.67302703857422","14.226564407348633","14.226564407348633","14.226564407348633","62.09693145751953","62.09693145751953","62.09693145751953","44.17546844482422","44.17546844482422","44.17546844482422","13.784403800964355","13.784403800964355","13.784403800964355"
"16919","57.54738235473633","57.54738235473633","57.54738235473633","42.130462646484375","42.130462646484375","42.130462646484375","16.292131423950195","16.292131423950195","16.292131423950195","57.083030700683594","57.083030700683594","57.083030700683594","42.74821090698242","42.74821090698242","42.74821090698242","15.910202026367188","15.910202026367188","15.910202026367188"
"16949","55.50104522705078","55.50104522705078","55.50104522705078","38.64358901977539","38.64358901977539","38.64358901977539","13.614384651184082","13.614384651184082","13.614384651184082","55.3608283996582","55.3608283996582","55.3608283996582","38.81077575683594","38.81077575683594","38.81077575683594","13.33401870727539","13.33401870727539","13.33401870727539"
"16979","59.198299407958984","59.198299407958984","59.198299407958984","40.94943618774414","40.94943618774414","40.94943618774414","14.15261459350586","14.15261459350586","14.15261459350586","59.4669075012207","59.4669075012207","59.4669075012207","40.84534454345703","40.84534454345703","40.84534454345703","13.902863502502441","13.902863502502441","13.902863502502441"
"17009","54.69501495361328","54.69501495361328","54.69501495361328","37.712669372558594","37.712669372558594","37.712669372558594","13.209745407104492","13.209745407104492","13.209745407104492","54.75929641723633","54.75929641723633","54.75929641723633","37.83720397949219","37.83720397949219","37.83720397949219","13.266154289245605","13.266154289245605","13.266154289245605"
"17039","55.20249557495117","55.20249557495117","55.20249557495117","38.72883605957031","38.72883605957031","38.72883605957031","13.497356414794922","13.497356414794922","13.497356414794922","54.78491973876953","54.78491973876953","54.78491973876953","38.520320892333984","38.520320892333984","38.520320892333984","13.294285774230957","13.294285774230957","13.294285774230957"
"17069","49.25038528442383","49.25038528442383","49.25038528442383","36.133445739746094","36.133445739746094","36.133445739746094","14.303665161132812","14.303665161132812","14.303665161132812","49.201473236083984","49.201473236083984","49.201473236083984","36.13758087158203","36.13758087158203","36.13758087158203","14.327725410461426","14.327725410461426","14.327725410461426"
"17099","53.02288055419922","53.02288055419922","53.02288055419922","36.06570816040039","36.06570816040039","36.06570816040039","12.436274528503418","12.436274528503418","12.436274528503418","53.018577575683594","53.018577575683594","53.018577575683594","36.028629302978516","36.028629302978516","36.028629302978516","12.150691986083984","12.150691986083984","12.150691986083984"
"17129","50.83479309082031","50.83479309082031","50.83479309082031","35.088523864746094","35.088523864746094","35.088523864746094","13.180255889892578","13.180255889892578","13.180255889892578","50.914852142333984","50.914852142333984","50.914852142333984","35.2604866027832","35.2604866027832","35.2604866027832","12.682076454162598","12.682076454162598","12.682076454162598"
"17159","57.77037811279297","57.77037811279297","57.77037811279297","42.2080078125","42.2080078125","42.2080078125","14.625319480895996","14.625319480895996","14.625319480895996","57.9321174621582","57.9321174621582","57.9321174621582","42.21941375732422","42.21941375732422","42.21941375732422","14.415616035461426","14.415616035461426","14.415616035461426"
"17189","57.15419387817383","57.15419387817383","57.15419387817383","42.3725471496582","42.3725471496582","42.3725471496582","14.997825622558594","14.997825622558594","14.997825622558594","57.29911422729492","57.29911422729492","57.29911422729492","42.55865478515625","42.55865478515625","42.55865478515625","14.824172019958496","14.824172019958496","14.824172019958496"
"17219","57.25624084472656","57.25624084472656","57.25624084472656","38.81056213378906","38.81056213378906","38.81056213378906","13.33937931060791","13.33937931060791","13.33937931060791","57.36111831665039","57.36111831665039","57.36111831665039","38.7963752746582","38.7963752746582","38.7963752746582","13.19033145904541","13.19033145904541","13.19033145904541"
"17249","50.18726348876953","50.18726348876953","50.18726348876953","33.032470703125","33.032470703125","33.032470703125","12.36655330657959","12.36655330657959","12.36655330657959","50.25528335571289","50.25528335571289","50.25528335571289","33.11330795288086","33.11330795288086","33.11330795288086","12.17723560333252","12.17723560333252","12.17723560333252"
"17279","54.41288757324219","54.41288757324219","54.41288757324219","37.0064582824707","37.0064582824707","37.0064582824707","14.416544914245605","14.416544914245605","14.416544914245605","54.52437973022461","54.52437973022461","54.52437973022461","37.14303970336914","37.14303970336914","37.14303970336914","14.085780143737793","14.085780143737793","14.085780143737793"
"17309","53.01211929321289","53.01211929321289","53.01211929321289","35.57360076904297","35.57360076904297","35.57360076904297","13.116331100463867","13.116331100463867","13.116331100463867","52.87403869628906","52.87403869628906","52.87403869628906","35.48029708862305","35.48029708862305","35.48029708862305","12.906631469726562","12.906631469726562","12.906631469726562"
"17339","50.71251678466797","50.71251678466797","50.71251678466797","34.84548568725586","34.84548568725586","34.84548568725586","11.932150840759277","11.932150840759277","11.932150840759277","50.555320739746094","50.555320739746094","50.555320739746094","35.24292755126953","35.24292755126953","35.24292755126953","11.82472038269043","11.82472038269043","11.82472038269043"
"17369","56.341522216796875","56.341522216796875","56.341522216796875","40.41215896606445","40.41215896606445","40.41215896606445","14.09390640258789","14.09390640258789","14.09390640258789","56.455810546875","56.455810546875","56.455810546875","40.58015823364258","40.58015823364258","40.58015823364258","14.34627914428711","14.34627914428711","14.34627914428711"
"17399","58.19197082519531","58.19197082519531","58.19197082519531","38.30050277709961","38.30050277709961","38.30050277709961","13.563385963439941","13.563385963439941","13.563385963439941","57.58700180053711","57.58700180053711","57.58700180053711","38.212547302246094","38.212547302246094","38.212547302246094","13.00314998626709","13.00314998626709","13.00314998626709"
"17429","56.02821731567383","56.02821731567383","56.02821731567383","41.00846481323242","41.00846481323242","41.00846481323242","15.296142578125","15.296142578125","15.296142578125","56.11373519897461","56.11373519897461","56.11373519897461","40.77472686767578","40.77472686767578","40.77472686767578","14.979647636413574","14.979647636413574","14.979647636413574"
"17459","60.460506439208984","60.460506439208984","60.460506439208984","39.162353515625","39.162353515625","39.162353515625","14.982860565185547","14.982860565185547","14.982860565185547","60.30988311767578","60.30988311767578","60.30988311767578","39.390602111816406","39.390602111816406","39.390602111816406","14.936285018920898","14.936285018920898","14.936285018920898"
"17489","51.76427459716797","51.76427459716797","51.76427459716797","33.18603515625","33.18603515625","33.18603515625","11.867668151855469","11.867668151855469","11.867668151855469","52.30797576904297","52.30797576904297","52.30797576904297","33.74980545043945","33.74980545043945","33.74980545043945","11.371438026428223","11.371438026428223","11.371438026428223"
"17519","51.049720764160156","51.049720764160156","51.049720764160156","35.526180267333984","35.526180267333984","35.526180267333984","12.267651557922363","12.267651557922363","12.267651557922363","50.90952682495117","50.90952682495117","50.90952682495117","35.54954528808594","35.54954528808594","35.54954528808594","12.29704761505127","12.29704761505127","12.29704761505127"
"17549","52.667625427246094","52.667625427246094","52.667625427246094","36.51685333251953","36.51685333251953","36.51685333251953","14.272614479064941","14.272614479064941","14.272614479064941","52.7364387512207","52.7364387512207","52.7364387512207","36.48927307128906","36.48927307128906","36.48927307128906","14.0091552734375","14.0091552734375","14.0091552734375"
"17579","54.36004638671875","54.36004638671875","54.36004638671875","38.20975112915039","38.20975112915039","38.20975112915039","12.89755916595459","12.89755916595459","12.89755916595459","54.52424621582031","54.52424621582031","54.52424621582031","38.375423431396484","38.375423431396484","38.375423431396484","13.048202514648438","13.048202514648438","13.048202514648438"
"17609","58.35919952392578","58.35919952392578","58.35919952392578","41.9815559387207","41.9815559387207","41.9815559387207","16.324020385742188","16.324020385742188","16.324020385742188","58.33361053466797","58.33361053466797","58.33361053466797","42.057743072509766","42.057743072509766","42.057743072509766","15.664578437805176","15.664578437805176","15.664578437805176"
"17639","54.27102279663086","54.27102279663086","54.27102279663086","38.44265365600586","38.44265365600586","38.44265365600586","14.455105781555176","14.455105781555176","14.455105781555176","54.34246826171875","54.34246826171875","54.34246826171875","38.606536865234375","38.606536865234375","38.606536865234375","14.108989715576172","14.108989715576172","14.108989715576172"
"17669","54.38565444946289","54.38565444946289","54.38565444946289","41.83103561401367","41.83103561401367","41.83103561401367","15.699142456054688","15.699142456054688","15.699142456054688","54.416561126708984","54.416561126708984","54.416561126708984","41.74913024902344","41.74913024902344","41.74913024902344","15.40945053100586","15.40945053100586","15.40945053100586"
"17699","50.745750427246094","50.745750427246094","50.745750427246094","37.35938262939453","37.35938262939453","37.35938262939453","13.508894920349121","13.508894920349121","13.508894920349121","50.90474319458008","50.90474319458008","50.90474319458008","37.481266021728516","37.481266021728516","37.481266021728516","13.25250244140625","13.25250244140625","13.25250244140625"
"17729","49.74476623535156","49.74476623535156","49.74476623535156","33.950706481933594","33.950706481933594","33.950706481933594","12.487123489379883","12.487123489379883","12.487123489379883","49.89234924316406","49.89234924316406","49.89234924316406","34.097843170166016","34.097843170166016","34.097843170166016","12.279610633850098","12.279610633850098","12.279610633850098"
"17759","54.72001647949219","54.72001647949219","54.72001647949219","36.84042739868164","36.84042739868164","36.84042739868164","14.097412109375","14.097412109375","14.097412109375","54.280067443847656","54.280067443847656","54.280067443847656","37.03363037109375","37.03363037109375","37.03363037109375","13.54789924621582","13.54789924621582","13.54789924621582"
"17789","53.50618362426758","53.50618362426758","53.50618362426758","36.8503532409668","36.8503532409668","36.8503532409668","13.48763656616211","13.48763656616211","13.48763656616211","53.52987289428711","53.52987289428711","53.52987289428711","36.75459671020508","36.75459671020508","36.75459671020508","13.133614540100098","13.133614540100098","13.133614540100098"
"17819","49.53254699707031","49.53254699707031","49.53254699707031","34.06100082397461","34.06100082397461","34.06100082397461","11.611773490905762","11.611773490905762","11.611773490905762","49.15327453613281","49.15327453613281","49.15327453613281","33.78208923339844","33.78208923339844","33.78208923339844","11.392475128173828","11.392475128173828","11.392475128173828"
"17849","54.61685562133789","54.61685562133789","54.61685562133789","38.02849578857422","38.02849578857422","38.02849578857422","13.747126579284668","13.747126579284668","13.747126579284668","54.35355758666992","54.35355758666992","54.35355758666992","37.97441864013672","37.97441864013672","37.97441864013672","13.613825798034668","13.613825798034668","13.613825798034668"
"17879","52.70209884643555","52.70209884643555","52.70209884643555","37.35736083984375","37.35736083984375","37.35736083984375","13.054776191711426","13.054776191711426","13.054776191711426","52.80074691772461","52.80074691772461","52.80074691772461","37.2539176940918","37.2539176940918","37.2539176940918","13.100564956665039","13.100564956665039","13.100564956665039"
"17909","52.289939880371094","52.289939880371094","52.289939880371094","40.94652557373047","40.94652557373047","40.94652557373047","14.361626625061035","14.361626625061035","14.361626625061035","52.21747970581055","52.21747970581055","52.21747970581055","40.76044464111328","40.76044464111328","40.76044464111328","14.297016143798828","14.297016143798828","14.297016143798828"
"17939","52.50324249267578","52.50324249267578","52.50324249267578","37.80302810668945","37.80302810668945","37.80302810668945","13.713729858398438","13.713729858398438","13.713729858398438","52.456787109375","52.456787109375","52.456787109375","37.80525207519531","37.80525207519531","37.80525207519531","13.855789184570312","13.855789184570312","13.855789184570312"
"17969","55.08068084716797","55.08068084716797","55.08068084716797","37.68952560424805","37.68952560424805","37.68952560424805","13.40810775756836","13.40810775756836","13.40810775756836","54.90066146850586","54.90066146850586","54.90066146850586","37.76081848144531","37.76081848144531","37.76081848144531","13.068984031677246","13.068984031677246","13.068984031677246"
"17999","57.531917572021484","57.531917572021484","57.531917572021484","36.782711029052734","36.782711029052734","36.782711029052734","11.855749130249023","11.855749130249023","11.855749130249023","56.95267868041992","56.95267868041992","56.95267868041992","37.42824172973633","37.42824172973633","37.42824172973633","11.519336700439453","11.519336700439453","11.519336700439453"
"18029","58.19562530517578","58.19562530517578","58.19562530517578","42.42389678955078","42.42389678955078","42.42389678955078","16.355815887451172","16.355815887451172","16.355815887451172","58.39439010620117","58.39439010620117","58.39439010620117","42.158172607421875","42.158172607421875","42.158172607421875","15.964082717895508","15.964082717895508","15.964082717895508"
"18059","53.17038345336914","53.17038345336914","53.17038345336914","37.743343353271484","37.743343353271484","37.743343353271484","13.860319137573242","13.860319137573242","13.860319137573242","53.23322296142578","53.23322296142578","53.23322296142578","37.61750030517578","37.61750030517578","37.61750030517578","13.59083080291748","13.59083080291748","13.59083080291748"
"18089","57.16096878051758","57.16096878051758","57.16096878051758","36.00534439086914","36.00534439086914","36.00534439086914","12.002729415893555","12.002729415893555","12.002729415893555","57.04392623901367","57.04392623901367","57.04392623901367","35.72736740112305","35.72736740112305","35.72736740112305","11.834731101989746","11.834731101989746","11.834731101989746"
"18119","50.433895111083984","50.433895111083984","50.433895111083984","34.204002380371094","34.204002380371094","34.204002380371094","12.070197105407715","12.070197105407715","12.070197105407715","50.81854248046875","50.81854248046875","50.81854248046875","34.16737365722656","34.16737365722656","34.16737365722656","12.17455005645752","12.17455005645752","12.17455005645752"
"18149","53.021766662597656","53.021766662597656","53.021766662597656","39.073143005371094","39.073143005371094","39.073143005371094","14.75078010559082","14.75078010559082","14.75078010559082","52.62235641479492","52.62235641479492","52.62235641479492","38.96302032470703","38.96302032470703","38.96302032470703","14.127985954284668","14.127985954284668","14.127985954284668"
"18179","58.46316909790039","58.46316909790039","58.46316909790039","39.03191375732422","39.03191375732422","39.03191375732422","13.991276741027832","13.991276741027832","13.991276741027832","58.61885070800781","58.61885070800781","58.61885070800781","38.85436248779297","38.85436248779297","38.85436248779297","13.528934478759766","13.528934478759766","13.528934478759766"
"18209","59.24356460571289","59.24356460571289","59.24356460571289","43.54472732543945","43.54472732543945","43.54472732543945","13.986368179321289","13.986368179321289","13.986368179321289","58.862762451171875","58.862762451171875","58.862762451171875","42.344539642333984","42.344539642333984","42.344539642333984","13.92223834991455","13.92223834991455","13.92223834991455"
"18239","48.0423583984375","48.0423583984375","48.0423583984375","33.04951858520508","33.04951858520508","33.04951858520508","11.330371856689453","11.330371856689453","11.330371856689453","48.26712417602539","48.26712417602539","48.26712417602539","33.55158996582031","33.55158996582031","33.55158996582031","11.16143798828125","11.16143798828125","11.16143798828125"
"18269","54.97840881347656","54.97840881347656","54.97840881347656","41.00481414794922","41.00481414794922","41.00481414794922","15.614907264709473","15.614907264709473","15.614907264709473","55.24092483520508","55.24092483520508","55.24092483520508","40.864830017089844","40.864830017089844","40.864830017089844","15.435994148254395","15.435994148254395","15.435994148254395"
"18299","54.528221130371094","54.528221130371094","54.528221130371094","40.33612060546875","40.33612060546875","40.33612060546875","14.79613971710205","14.79613971710205","14.79613971710205","54.78456497192383","54.78456497192383","54.78456497192383","40.38976287841797","40.38976287841797","40.38976287841797","14.143659591674805","14.143659591674805","14.143659591674805"
"18329","60.69925308227539","60.69925308227539","60.69925308227539","39.59392547607422","39.59392547607422","39.59392547607422","13.88466739654541","13.88466739654541","13.88466739654541","60.461936950683594","60.461936950683594","60.461936950683594","39.8745231628418","39.8745231628418","39.8745231628418","13.700602531433105","13.700602531433105","13.700602531433105"
"18359","56.04904556274414","56.04904556274414","56.04904556274414","40.857669830322266","40.857669830322266","40.857669830322266","16.02981948852539","16.02981948852539","16.02981948852539","56.100311279296875","56.100311279296875","56.100311279296875","40.71067428588867","40.71067428588867","40.71067428588867","15.760397911071777","15.760397911071777","15.760397911071777"
"18389","53.855438232421875","53.855438232421875","53.855438232421875","36.04775619506836","36.04775619506836","36.04775619506836","12.780207633972168","12.780207633972168","12.780207633972168","53.59473419189453","53.59473419189453","53.59473419189453","36.03096008300781","36.03096008300781","36.03096008300781","12.655375480651855","12.655375480651855","12.655375480651855"
"18419","49.774471282958984","49.774471282958984","49.774471282958984","34.38857650756836","34.38857650756836","34.38857650756836","13.338496208190918","13.338496208190918","13.338496208190918","49.662078857421875","49.662078857421875","49.662078857421875","34.50250244140625","34.50250244140625","34.50250244140625","13.037367820739746","13.037367820739746","13.037367820739746"
"18449","51.10792922973633","51.10792922973633","51.10792922973633","34.598262786865234","34.598262786865234","34.598262786865234","11.898639678955078","11.898639678955078","11.898639678955078","51.191932678222656","51.191932678222656","51.191932678222656","34.69342803955078","34.69342803955078","34.69342803955078","11.67214298248291","11.67214298248291","11.67214298248291"
"18479","48.845726013183594","48.845726013183594","48.845726013183594","33.47456741333008","33.47456741333008","33.47456741333008","13.807140350341797","13.807140350341797","13.807140350341797","48.9429931640625","48.9429931640625","48.9429931640625","33.57278060913086","33.57278060913086","33.57278060913086","13.287736892700195","13.287736892700195","13.287736892700195"
"18509","49.85985565185547","49.85985565185547","49.85985565185547","32.562007904052734","32.562007904052734","32.562007904052734","12.080392837524414","12.080392837524414","12.080392837524414","49.74449920654297","49.74449920654297","49.74449920654297","32.48298645019531","32.48298645019531","32.48298645019531","11.965693473815918","11.965693473815918","11.965693473815918"
"18539","63.06184387207031","63.06184387207031","63.06184387207031","45.02265548706055","45.02265548706055","45.02265548706055","17.049800872802734","17.049800872802734","17.049800872802734","63.10087585449219","63.10087585449219","63.10087585449219","44.8922004699707","44.8922004699707","44.8922004699707","16.817201614379883","16.817201614379883","16.817201614379883"
"18569","57.21449279785156","57.21449279785156","57.21449279785156","43.65537643432617","43.65537643432617","43.65537643432617","16.54872703552246","16.54872703552246","16.54872703552246","57.22616195678711","57.22616195678711","57.22616195678711","43.79990768432617","43.79990768432617","43.79990768432617","16.584808349609375","16.584808349609375","16.584808349609375"
"18599","51.91266632080078","51.91266632080078","51.91266632080078","35.56515884399414","35.56515884399414","35.56515884399414","14.312233924865723","14.312233924865723","14.312233924865723","51.61000442504883","51.61000442504883","51.61000442504883","35.5062370300293","35.5062370300293","35.5062370300293","14.020540237426758","14.020540237426758","14.020540237426758"
"18629","49.594661712646484","49.594661712646484","49.594661712646484","32.56869125366211","32.56869125366211","32.56869125366211","11.483198165893555","11.483198165893555","11.483198165893555","49.706790924072266","49.706790924072266","49.706790924072266","32.7695198059082","32.7695198059082","32.7695198059082","11.464483261108398","11.464483261108398","11.464483261108398"
